Trajectories
100
,,movedBox:segment11,,,movedBox:segment12,,,movedBox:segment22,,,movedBox:segment32,,,movedBox:segment52,,,movedBox:segment62,,,movedBox:segment72,,,movedBox:segment82,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
211,0,-36.0146,1554.39,1380.56,-22.5605,1383.41,1378.02,97.1669,1389.38,1378.82,82.147,1569.54,1381.49,-56.8217,1556.64,1218.3,-43.1091,1384.97,1219.47,117.707,1396.04,1217.44,102.901,1568.5,1219.16
212,0,-35.8351,1552.82,1380.56,-22.3876,1381.85,1378,97.3831,1387.83,1378.9,82.4293,1567.89,1381.53,-56.5987,1555.17,1218.43,-42.6854,1383.54,1219.53,117.862,1394.27,1217.43,103.209,1567.17,1219.6
213,0,-35.6269,1551.19,1380.57,-22.2104,1380.19,1377.95,97.5436,1386.2,1378.78,82.6233,1566.18,1381.54,-56.4087,1553.66,1218.46,-42.4993,1381.84,1219.36,118.093,1392.66,1217.35,103.44,1565.53,1219.51
214,0,-35.4714,1549.44,1380.64,-21.9898,1378.49,1377.95,97.7189,1384.42,1378.75,82.8694,1564.54,1381.62,-56.222,1552.01,1218.45,-42.2424,1380.18,1219.23,118.464,1391.11,1217.36,103.609,1563.88,1219.46
215,0,-35.2386,1547.63,1380.67,-21.7318,1376.71,1377.83,97.963,1382.64,1378.67,83.0242,1562.75,1381.68,-56.1234,1550.29,1218.45,-42.0112,1378.5,1219.08,118.549,1389.33,1217.29,103.752,1562.22,1219.55
216,0,-35.1147,1545.77,1380.75,-21.5048,1374.81,1377.72,98.1982,1380.86,1378.55,83.155,1560.96,1381.76,-55.889,1548.39,1218.34,-42.1477,1376.79,1219.06,118.593,1387.76,1217.19,103.942,1560.52,1219.6
217,0,-34.9111,1543.9,1380.88,-21.2289,1372.83,1377.62,98.4828,1378.91,1378.46,83.2145,1559.03,1381.75,-55.5282,1546.28,1218.1,-41.6306,1374.84,1218.85,118.916,1386.06,1217.13,104.047,1558.9,1219.87
218,0,-34.8116,1541.86,1380.87,-20.9907,1370.84,1377.5,98.7093,1377.01,1378.34,83.3505,1557.14,1381.78,-55.5724,1544.57,1218.33,-41.3117,1372.98,1218.89,118.837,1383.94,1216.84,104.2,1557.1,1219.76
219,0,-34.6705,1539.84,1380.91,-20.729,1368.82,1377.48,98.9234,1375.24,1378.36,83.435,1555.18,1381.83,-55.4244,1542.66,1218.51,-41.0778,1370.96,1218.78,119.357,1382.27,1216.86,104.246,1555.33,1219.96
220,0,-34.5942,1537.67,1380.85,-20.4765,1366.82,1377.48,99.1629,1373.17,1378.31,83.5923,1553.19,1381.86,-55.3226,1540.62,1218.51,-40.8866,1369.01,1218.71,119.562,1380.36,1216.82,104.415,1553.38,1219.88
221,0,-34.434,1535.61,1380.99,-20.1961,1364.69,1377.55,99.4408,1371.17,1378.32,83.6967,1551.18,1381.94,-55.2074,1538.48,1218.5,-40.9057,1367,1218.82,119.702,1378.29,1216.72,104.479,1551.5,1220.13
222,0,-34.2888,1533.42,1381.02,-19.9262,1362.48,1377.55,99.7195,1368.97,1378.19,83.8493,1549.1,1381.91,-55.1253,1536.35,1218.62,-40.6981,1364.94,1219.03,119.816,1376.29,1216.65,104.62,1549.33,1219.96
223,0,-34.0954,1531.28,1381.13,-19.7119,1360.36,1377.72,99.9684,1366.87,1378.28,83.9974,1546.91,1381.91,-55.0522,1534.15,1218.76,-40.4425,1362.63,1219.21,119.988,1374.07,1216.8,104.677,1547.2,1220.11
224,0,-33.9215,1528.94,1381.1,-19.5413,1358.06,1377.72,100.172,1364.66,1378.36,84.165,1544.7,1381.88,-54.9373,1531.8,1218.78,-40.2393,1360.31,1219.26,120.191,1371.85,1216.79,104.815,1544.91,1219.96
225,0,-33.7674,1526.59,1381.08,-19.4412,1355.79,1377.86,100.347,1362.33,1378.43,84.3634,1542.38,1381.88,-54.8547,1529.44,1218.87,-40.1868,1357.92,1219.38,120.446,1369.44,1216.92,104.849,1542.43,1219.9
226,0,-33.6568,1524.25,1381.16,-19.2838,1353.38,1377.93,100.425,1360.05,1378.61,84.4958,1540.02,1381.85,-54.851,1527.08,1219.03,-40.0203,1355.43,1219.39,120.504,1367.01,1217.01,104.849,1539.98,1219.87
227,0,-33.4983,1521.83,1381.2,-19.2356,1350.94,1378.06,100.551,1357.54,1378.63,84.5621,1537.61,1381.93,-54.828,1524.61,1219.1,-40.0035,1352.82,1219.39,120.34,1364.54,1217.09,104.975,1537.43,1219.82
228,0,-33.378,1519.37,1381.35,-19.1541,1348.38,1378.11,100.556,1354.93,1378.69,84.6363,1534.94,1381.88,-54.7673,1522,1219.16,-39.9184,1349.86,1219.17,120.387,1361.75,1217.25,105.051,1534.82,1219.92
229,0,-33.2973,1516.74,1381.4,-19.2084,1345.69,1378.22,100.425,1352.13,1378.6,84.6512,1532.28,1381.9,-54.4599,1519.06,1218.9,-39.8297,1347.29,1219.39,120.43,1359.07,1217.27,105.152,1532.14,1220.04
230,0,-33.399,1513.99,1381.4,-19.3331,1343.04,1378.34,100.37,1349.26,1378.69,84.6578,1529.55,1382,-54.3832,1516.33,1218.94,-39.7804,1344.48,1219.5,121.157,1356.57,1217.77,105.258,1529.26,1220.04
231,0,-33.5294,1511.06,1381.3,-19.4873,1340.2,1378.46,100.254,1346.47,1378.92,84.6011,1526.6,1382.09,-54.4644,1513.6,1219.11,-39.8944,1341.84,1219.63,120.628,1353.33,1217.64,105.307,1526.34,1220.15
232,0,-33.6565,1508.1,1381.31,-19.5994,1337.27,1378.48,100.143,1343.47,1378.97,84.4459,1523.64,1382.23,-54.4495,1510.67,1219.16,-40.2196,1339.07,1219.84,120.527,1350.46,1217.78,105.204,1523.37,1220.37
233,0,-33.7624,1505.11,1381.4,-19.7614,1334.2,1378.52,99.9875,1340.37,1379.18,84.2538,1520.64,1382.41,-54.4915,1507.62,1219.15,-40.5568,1336.03,1219.92,120.8,1347.39,1218.01,105.179,1520.17,1220.4
234,0,-33.9629,1501.88,1381.38,-19.9514,1330.87,1378.41,99.7583,1337.29,1379.47,84.0115,1517.48,1382.56,-54.5386,1504.46,1219.16,-40.1519,1332.69,1219.74,120.952,1344.12,1218.23,105.2,1517.06,1220.55
235,0,-34.192,1498.55,1381.37,-20.1232,1327.5,1378.35,99.5624,1334.04,1379.62,83.8282,1514.18,1382.69,-54.4815,1501.02,1219.06,-40.0648,1329.28,1219.75,121.125,1341,1218.55,105.2,1513.83,1220.82
236,0,-34.4063,1495.15,1381.42,-20.3066,1324.18,1378.45,99.4749,1330.66,1379.77,83.6753,1510.73,1382.84,-54.4895,1497.61,1218.99,-40.1002,1325.94,1219.74,121.11,1337.7,1218.74,105.217,1510.59,1221.12
237,0,-34.5967,1491.66,1381.5,-20.4765,1320.68,1378.54,99.3328,1327.05,1379.93,83.4896,1507.19,1382.97,-54.5359,1494.07,1219.02,-40.3581,1322.3,1219.58,120.731,1334.05,1218.75,105.223,1507.07,1221.3
238,0,-34.7046,1487.91,1381.44,-20.5961,1316.92,1378.49,99.1456,1323.32,1379.94,83.34,1503.42,1383.02,-54.5138,1490.52,1219.09,-39.9024,1318.47,1219.53,121.414,1330.59,1219.15,105.194,1503.31,1221.33
239,0,-34.8617,1484.16,1381.61,-20.7032,1313.23,1378.59,98.9428,1319.57,1380.06,83.1662,1499.54,1383.12,-54.5746,1486.77,1219.18,-39.8227,1314.81,1219.55,120.992,1326.61,1218.99,105.075,1499.48,1221.44
240,0,-35.0954,1480.02,1381.51,-20.8052,1309.15,1378.43,98.9105,1315.61,1380.13,83.0097,1495.68,1383.42,-54.6151,1482.87,1219.17,-39.8482,1311.08,1219.53,120.919,1322.93,1219.13,105.08,1495.78,1221.77
241,0,-35.274,1475.96,1381.65,-20.8974,1305.07,1378.34,98.8467,1311.78,1380.15,82.7777,1491.72,1383.54,-54.82,1478.98,1219.3,-39.9044,1307.23,1219.51,121.101,1319.16,1219.24,104.962,1492.06,1221.99
242,0,-35.5932,1471.83,1381.79,-20.8203,1300.8,1378.23,98.7884,1307.79,1380.21,82.488,1487.77,1383.77,-54.9804,1474.89,1219.37,-40.0166,1303.16,1219.48,121.311,1315.39,1219.34,104.737,1488.08,1222.02
243,0,-35.8864,1467.51,1381.8,-20.9279,1296.57,1378.17,98.7046,1303.43,1379.99,82.1224,1483.65,1383.95,-55.0063,1470.58,1219.3,-39.8893,1299.01,1219.37,121.033,1311.25,1219.04,104.439,1484.08,1222.09
244,0,-36.1295,1463.13,1381.88,-20.9971,1292.24,1378.04,98.6861,1299.28,1380.01,81.8066,1479.37,1384.02,-55.3573,1466.39,1219.4,-39.8015,1294.77,1219.25,120.922,1307.05,1218.92,104.201,1480.07,1222.2
245,0,-36.3814,1458.76,1381.86,-21.0079,1287.82,1378.02,98.5328,1295.06,1379.92,81.5738,1475.12,1384.09,-55.6345,1462,1219.35,-39.8112,1290.14,1219,120.914,1302.85,1218.97,104.037,1476.04,1222.38
246,0,-36.7149,1454.22,1381.78,-21.1358,1283.38,1377.97,98.4688,1290.85,1379.99,81.2478,1470.77,1383.99,-55.9698,1457.6,1219.39,-39.8011,1285.81,1219.08,120.756,1298.75,1219.1,103.775,1471.75,1222.41
247,0,-36.9981,1449.75,1381.87,-21.1777,1278.88,1377.98,98.4057,1286.46,1380.03,80.9249,1466.41,1383.96,-56.2826,1453.11,1219.44,-40.0113,1281.37,1219.09,120.642,1294.47,1219.15,103.337,1467.23,1222.21
248,0,-37.1669,1445.23,1382.02,-21.2363,1274.44,1378.14,98.3704,1282.13,1380.07,80.6514,1462.02,1383.96,-56.4773,1448.36,1219.42,-40.0641,1276.77,1219.19,120.54,1289.93,1219.09,103.077,1462.88,1222.31
249,0,-37.4334,1440.58,1382.07,-21.3248,1269.72,1378.18,98.3324,1277.6,1380.05,80.4458,1457.51,1384.01,-56.9282,1443.67,1219.46,-40.2758,1272.04,1219.31,120.245,1285.35,1218.98,102.754,1458.42,1222.32
250,0,-37.7959,1435.72,1381.99,-21.348,1265,1378.31,98.1923,1272.82,1379.86,80.0211,1452.94,1384.02,-57.2936,1438.71,1219.33,-40.3667,1267.39,1219.5,119.975,1280.7,1218.97,102.281,1453.66,1222.12
251,0,-38.1359,1430.83,1381.92,-21.5539,1260.13,1378.23,98.0115,1268.3,1380.01,79.6708,1448.18,1383.89,-57.6912,1433.98,1219.55,-40.5359,1262.48,1219.45,119.903,1275.99,1219.07,101.851,1448.92,1222.1
252,0,-38.5297,1425.99,1382.02,-21.6756,1255.24,1378.31,97.8543,1263.63,1380.17,79.3579,1443.43,1383.97,-58.1616,1429.02,1219.59,-40.637,1257.36,1219.38,119.649,1271.25,1219.08,101.482,1444.22,1222.24
253,0,-39.0071,1421.01,1382.04,-21.8768,1250.35,1378.45,97.7186,1258.85,1380.28,78.8406,1438.69,1384.05,-58.6581,1423.99,1219.7,-40.7787,1252.4,1219.53,119.361,1266.42,1219.21,100.942,1439.27,1222.17
254,0,-39.4153,1416,1382.15,-22.092,1245.32,1378.72,97.4968,1253.98,1380.41,78.3633,1433.82,1384.11,-59.0684,1418.75,1219.7,-41.065,1247.28,1219.91,119.06,1261.34,1219.3,100.517,1434.52,1222.36
255,0,-39.988,1410.74,1382.16,-22.2899,1240.18,1378.91,97.2684,1249.1,1380.65,77.7657,1428.92,1384.26,-59.5549,1413.4,1219.77,-41.2999,1241.98,1220.14,118.725,1256.3,1219.47,100.031,1429.48,1222.41
256,0,-40.4109,1405.62,1382.44,-22.5297,1235,1379.19,97.0348,1244.06,1380.89,77.4114,1423.77,1384.21,-60.0645,1408.01,1219.99,-41.6446,1236.78,1220.42,118.436,1251.24,1219.74,99.3223,1424.22,1222.51
257,0,-40.892,1400.38,1382.62,-22.9022,1229.75,1379.62,96.6601,1239.01,1381.23,76.8105,1418.7,1384.35,-60.7162,1402.68,1220.36,-42.0751,1231.22,1220.79,117.944,1245.74,1219.83,98.8936,1419.14,1222.82
258,0,-41.4046,1395.02,1382.91,-23.188,1224.42,1380.06,96.3444,1233.86,1381.68,76.32,1413.48,1384.47,-61.3604,1397.07,1220.5,-42.348,1225.72,1221.36,117.479,1240.46,1220.21,98.0784,1413.42,1222.52
259,0,-41.8641,1389.64,1383.21,-23.6464,1219.02,1380.51,95.8928,1228.43,1381.93,75.7807,1408.12,1384.74,-62.0135,1391.51,1220.87,-43.0738,1219.9,1221.59,116.775,1234.97,1220.55,97.483,1407.95,1222.78
260,0,-42.4723,1384.08,1383.57,-24.173,1213.5,1380.96,95.4871,1223.03,1382.36,75.2408,1402.57,1384.93,-62.7094,1385.73,1221.12,-43.6801,1214.34,1222.02,116.282,1229.38,1220.9,96.7229,1402.39,1223.01
261,0,-43.0821,1378.35,1383.72,-24.6677,1207.86,1381.34,94.876,1217.31,1382.57,74.6019,1397.01,1385.14,-63.4821,1380.19,1221.58,-44.2678,1208.54,1222.41,115.578,1223.68,1221.18,96.0584,1396.72,1223.15
262,0,-43.7004,1372.58,1384.03,-25.247,1202.11,1381.8,94.3617,1211.61,1382.95,73.8938,1391.32,1385.43,-64.2058,1374.31,1221.96,-44.8269,1202.71,1222.84,114.933,1218.07,1221.69,95.3409,1391.04,1223.65
263,0,-44.3749,1366.65,1384.55,-25.7581,1196.17,1382.14,93.7884,1205.95,1383.39,73.2655,1385.49,1385.85,-64.7781,1368.25,1222.28,-45.6279,1196.93,1223.48,114.431,1212.29,1222.1,94.5252,1385.21,1223.91
264,0,-45.0648,1360.71,1385.12,-26.2445,1190.19,1382.64,93.3189,1199.93,1383.71,72.5366,1379.6,1386.3,-65.5872,1362.23,1222.8,-46.3499,1191.13,1223.94,113.649,1206.31,1222.33,93.8216,1379.59,1224.67
265,0,-45.7851,1354.54,1385.72,-26.7913,1183.97,1382.99,92.9001,1194.01,1384.15,71.765,1373.58,1386.89,-66.3726,1356.31,1223.53,-46.6849,1184.86,1224.3,113.173,1200.6,1222.86,92.9445,1373.57,1225
266,0,-46.6651,1348.21,1386.28,-27.2657,1177.74,1383.46,92.3023,1187.89,1384.53,70.9432,1367.56,1387.57,-67.1928,1350.23,1224.21,-47.2869,1179.02,1224.92,112.785,1194.57,1223.21,92.1976,1367.87,1225.83
267,0,-47.4175,1341.89,1386.89,-27.693,1171.39,1383.9,91.9575,1181.98,1385.12,70.1285,1361.43,1388.17,-67.8363,1343.75,1224.63,-47.6258,1172.69,1225.34,112.213,1188.83,1223.73,91.3319,1361.82,1226.33
268,0,-48.2413,1335.44,1387.47,-28.2215,1164.95,1384.29,91.2381,1175.8,1385.59,69.1628,1355.28,1388.9,-68.7117,1337.44,1225.22,-47.932,1166.34,1225.73,111.72,1182.81,1224.15,90.5601,1356.01,1227.19
269,0,-49.0721,1329.04,1388.17,-28.5773,1158.55,1384.83,90.8475,1169.72,1386.19,68.3129,1349.04,1389.53,-69.4574,1331.08,1225.79,-48.4788,1160.01,1226.05,111.296,1176.81,1224.63,89.6398,1349.68,1227.6
270,0,-49.8702,1322.46,1388.78,-29.1583,1152.18,1385.38,90.2518,1163.31,1386.58,67.5016,1342.72,1390.15,-70.3788,1324.84,1226.7,-48.8942,1153.59,1226.57,110.507,1170.43,1224.94,88.8987,1343.71,1228.34
271,0,-50.5718,1315.94,1389.39,-29.7008,1145.7,1385.97,89.7899,1157.16,1387.23,66.8303,1336.31,1390.69,-71.1982,1318.39,1227.34,-49.6369,1147.22,1227.26,110.191,1164.47,1225.77,88.0385,1337.2,1228.8
272,0,-51.2096,1309.48,1390.02,-30.1658,1139.22,1386.67,89.2715,1150.67,1387.73,66.0649,1330.02,1391.4,-71.7479,1311.48,1227.69,-49.9733,1140.76,1227.96,109.395,1158.01,1226.25,87.3371,1330.85,1229.3
273,0,-51.79,1303.03,1390.83,-30.6662,1132.66,1387.4,88.7502,1144.33,1388.41,65.587,1323.53,1391.91,-72.5858,1305.05,1228.56,-50.6841,1134.08,1228.77,108.831,1151.56,1226.95,86.5024,1324.23,1229.82
274,0,-52.3205,1296.5,1391.5,-31.0585,1126.26,1388.28,88.2939,1137.75,1389.03,64.9999,1317,1392.46,-73.4142,1298.55,1229.42,-51.3484,1127.61,1229.67,108.049,1144.64,1227.24,85.8347,1317.78,1230.46
275,0,-52.8026,1290,1392.27,-31.6408,1119.67,1389.13,87.7909,1131.35,1389.84,64.54,1310.58,1393.06,-74.0933,1291.93,1230.21,-52.0538,1120.97,1230.66,107.46,1138.47,1228.37,85.0739,1311.02,1230.91
276,0,-53.2927,1283.5,1393.06,-32.113,1113.31,1390.07,87.2459,1124.49,1390.31,64.0013,1303.89,1393.6,-74.7307,1285.2,1230.96,-53.0938,1114.39,1231.56,106.862,1131.65,1229.03,84.5891,1304.45,1231.71
277,0,-53.8821,1276.84,1393.7,-32.7244,1106.56,1390.87,86.747,1118.14,1391.18,63.491,1297.37,1394.22,-75.3132,1278.3,1231.51,-53.3423,1107.59,1232.44,106.111,1124.79,1229.58,83.7678,1297.49,1232.06
278,0,-54.5705,1270.15,1394.28,-33.1831,1099.94,1391.66,86.1429,1111.41,1391.87,62.7872,1290.72,1394.84,-75.9849,1271.45,1232.2,-54.0596,1100.59,1233.06,105.561,1118.02,1230.31,83.2852,1291.16,1233.02
279,0,-55.2688,1263.44,1394.96,-33.7881,1093.22,1392.39,85.6187,1104.89,1392.72,62.1012,1284.14,1395.51,-76.7751,1264.83,1232.97,-54.6063,1093.88,1233.81,105.021,1111.6,1231.3,82.3944,1284.28,1233.58
280,0,-56.0734,1256.7,1395.62,-34.476,1086.22,1392.79,84.8681,1098.21,1393.45,61.2512,1277.49,1396.22,-77.3727,1258.01,1233.58,-55.0787,1086.95,1234.43,104.502,1104.78,1232.02,81.9079,1277.77,1234.37
281,0,-56.8993,1250.02,1396.19,-35.2017,1079.72,1393.61,84.1984,1091.47,1394.22,60.5445,1270.8,1396.93,-77.9696,1251.13,1233.99,-55.5234,1080.14,1234.96,104.098,1098.18,1232.86,81.162,1270.74,1234.95
282,0,-57.7124,1243.3,1396.67,-35.996,1072.89,1394.08,83.401,1084.82,1394.96,59.568,1264.14,1397.64,-78.4573,1244.39,1234.5,-55.864,1073.35,1235.36,103.526,1091.31,1233.53,80.8442,1264.27,1235.82
283,0,-58.554,1236.53,1397,-36.8344,1066.35,1394.72,82.6368,1078.23,1395.83,58.7843,1257.44,1398.34,-78.9508,1237.72,1234.96,-56.533,1066.67,1235.96,103.146,1084.61,1234.51,80.1838,1257.29,1236.31
284,0,-59.3137,1229.97,1397.52,-37.6032,1059.64,1395.18,81.8156,1071.58,1396.62,58.029,1250.75,1398.94,-79.4562,1231.05,1235.31,-56.8342,1060.21,1236.63,102.656,1078.05,1235.36,79.7524,1250.55,1237.06
285,0,-59.9604,1223.13,1397.7,-38.3718,1053.02,1395.76,81.0027,1064.98,1397.45,57.297,1244.18,1399.63,-79.5893,1224.14,1235.57,-57.4087,1053.36,1237.19,102.276,1071.27,1236.26,79.3403,1243.77,1237.65
286,0,-60.6928,1216.76,1398.19,-39.0661,1046.56,1396.33,80.3717,1058.38,1398.28,56.6537,1237.69,1400.3,-80.0712,1217.72,1236.1,-57.6947,1046.86,1237.75,101.767,1064.49,1236.97,79.1418,1237.13,1238.37
287,0,-61.1997,1210.35,1398.56,-39.7237,1040.02,1396.94,79.6411,1051.81,1399.05,56.2337,1231.28,1400.93,-80.4111,1210.96,1236.28,-58.2052,1040,1238.28,101.536,1057.62,1237.82,78.7855,1230.47,1239.03
288,0,-61.583,1203.82,1398.85,-40.2652,1033.79,1397.73,79.1869,1045.27,1399.84,55.7992,1224.68,1401.39,-80.5616,1204.29,1236.69,-58.4771,1033.36,1238.8,101.113,1050.92,1238.61,78.6035,1223.73,1239.63
289,0,-61.8914,1197.55,1399.29,-40.7369,1027.3,1398.39,78.695,1038.72,1400.49,55.5062,1218.04,1401.59,-80.6293,1197.69,1237.04,-58.7474,1026.66,1239.39,100.899,1044.15,1239.3,78.6174,1217.06,1240.04
290,0,-61.9762,1191.22,1399.67,-41.0765,1020.92,1398.9,78.3954,1032.25,1401.15,55.3111,1211.55,1401.89,-80.8517,1191.15,1237.3,-59.1303,1020.07,1239.96,100.412,1037.25,1239.91,78.3861,1209.98,1240.17
291,0,-62.1173,1184.79,1399.78,-41.4662,1014.53,1399.43,77.9525,1025.66,1401.56,55.3715,1205.04,1402.11,-80.8989,1184.49,1237.49,-59.3754,1013.48,1240.48,100.226,1030.55,1240.39,78.5012,1203.29,1240.31
292,0,-62.1758,1178.46,1400.02,-41.6845,1008.08,1399.76,77.8562,1019.31,1402.08,55.3276,1198.52,1402.25,-80.9224,1177.96,1237.75,-59.7647,1006.84,1240.96,99.9769,1023.66,1240.75,78.2771,1196.21,1240.37
293,0,-62.0798,1172.03,1400.24,-41.7965,1001.66,1400.18,77.5649,1012.6,1402.34,55.5008,1191.84,1402.3,-80.8842,1171.31,1237.88,-59.8646,1000.32,1241.41,99.6917,1016.56,1240.88,78.6131,1190.1,1240.97
294,0,-61.9579,1165.54,1400.35,-41.9043,994.913,1400.25,77.5977,1005.99,1402.64,55.5245,1185.48,1402.54,-80.7828,1164.65,1238.01,-60.0446,993.583,1241.55,99.6649,1009.87,1241.27,78.4415,1182.81,1240.74
295,0,-61.8421,1158.97,1400.52,-41.8635,988.552,1400.67,77.6341,999.277,1402.77,55.6633,1178.88,1402.76,-80.7618,1158.22,1238.36,-59.833,986.939,1241.8,99.6709,1003.23,1241.38,78.4851,1176.1,1240.81
296,0,-61.6853,1152.44,1400.64,-41.7402,982.059,1400.93,77.8246,992.722,1402.9,55.9345,1172.28,1402.85,-80.711,1151.55,1238.48,-60.0164,980.231,1242.11,99.7777,996.513,1241.61,78.6951,1169.4,1240.89
297,0,-61.4091,1145.96,1400.87,-41.6069,975.352,1401.1,77.8571,985.83,1402.91,56.1351,1165.24,1402.57,-80.4955,1144.87,1238.49,-59.8883,973.969,1242.44,99.7686,989.835,1241.69,78.7733,1162.61,1240.92
298,0,-61.1,1139.23,1400.96,-41.4588,968.79,1401.27,78.0711,979.224,1403.12,56.4783,1158.59,1402.66,-80.2576,1138.39,1238.82,-59.9841,967.16,1242.42,99.8469,982.898,1241.61,79.3761,1156.78,1241.51
299,0,-60.6807,1132.67,1401.21,-41.2512,962.118,1401.32,78.2359,972.448,1403.05,56.8474,1152.06,1402.91,-79.8548,1131.66,1238.92,-59.6931,960.462,1242.45,100.052,976.398,1241.84,79.1795,1148.63,1240.57
300,0,-60.239,1125.84,1401.14,-41.0715,955.34,1401.32,78.4199,965.464,1402.99,57.283,1145.02,1402.92,-79.6228,1125,1238.86,-59.7508,953.827,1242.46,99.992,969.399,1241.66,79.5878,1142.06,1240.84
301,0,-59.9533,1119.14,1401.26,-40.9074,948.553,1401.19,78.6918,958.692,1402.93,57.6926,1138.15,1402.98,-79.3806,1118.7,1239.18,-59.5448,947.467,1242.62,100.305,962.475,1241.54,80.113,1135.68,1241.22
302,0,-59.5283,1112.34,1401.32,-40.5888,941.863,1401.11,78.8606,951.759,1402.7,57.9821,1131.15,1402.92,-78.8699,1111.52,1238.8,-59.4016,940.613,1242.23,100.488,955.86,1241.36,80.3523,1128.8,1241.14
303,0,-59.1444,1105.5,1401.37,-40.5151,934.886,1400.74,79.1473,944.781,1402.48,58.4073,1124.27,1402.95,-78.6393,1105.21,1238.96,-59.0491,934.105,1241.84,100.655,949.23,1241.17,80.5752,1121.58,1240.67
304,0,-58.9119,1098.65,1401.25,-40.103,927.958,1400.39,79.3742,937.868,1402.16,58.7171,1117.4,1402.99,-78.385,1098.74,1239.1,-58.9778,927.162,1241.51,101.056,942.478,1240.86,81.4261,1116.07,1241.38
305,0,-58.6187,1091.62,1401.06,-39.8951,921.153,1400.05,79.6961,931.05,1401.92,58.9152,1110.48,1403,-78.0339,1092.09,1238.98,-58.5642,920.584,1241.09,101.305,935.842,1240.46,81.4274,1108.78,1241.15
306,0,-58.3739,1084.86,1401.06,-39.5538,914.253,1399.62,79.9559,924.007,1401.41,59.2808,1103.57,1403.06,-77.5659,1085.3,1238.75,-58.0027,913.993,1240.66,101.745,929.462,1240.32,82.2022,1103.1,1241.61
307,0,-58.0476,1077.8,1400.86,-39.3596,907.031,1398.98,80.236,917.138,1401.01,59.5863,1096.59,1402.98,-77.2261,1078.78,1238.73,-57.7691,907.426,1240.26,102.184,922.582,1239.71,82.561,1096.28,1241.37
308,0,-57.7582,1070.8,1400.7,-38.9087,900.414,1398.68,80.6565,910.18,1400.65,59.8671,1089.5,1402.83,-76.8233,1072.08,1238.4,-57.0742,900.714,1239.61,102.641,916.143,1239.48,82.6023,1088.78,1240.87
309,0,-57.3399,1063.77,1400.4,-38.5557,893.178,1398.01,80.9844,903.158,1400.17,60.338,1082.67,1402.82,-76.3743,1065.49,1238.22,-56.8399,894.094,1239.19,103.061,909.63,1239.08,83.2208,1082.56,1241.16
310,0,-56.8474,1056.74,1400.21,-38.0274,886.322,1397.56,81.5255,896.15,1399.78,60.8471,1075.55,1402.67,-75.8152,1058.68,1237.98,-56.3273,887.172,1238.57,103.604,902.627,1238.51,83.9031,1076.2,1241.08
311,0,-56.2363,1049.9,1400.11,-37.5534,879.213,1397.08,81.9669,889.17,1399.35,61.399,1068.5,1402.37,-75.3401,1052.01,1237.87,-55.8699,880.586,1238.14,104.196,896.004,1238.21,84.3085,1068.91,1240.57
312,0,-55.6615,1042.53,1399.6,-36.9515,872.262,1396.68,82.5985,882.078,1398.78,62.1025,1061.51,1402.17,-74.6895,1045.1,1237.63,-55.2746,873.86,1237.76,104.626,889.006,1237.64,84.8898,1062.1,1240.56
313,0,-54.9369,1035.66,1399.4,-36.2912,865.215,1396.19,83.2715,874.96,1398.26,62.769,1054.5,1401.95,-73.9776,1038.28,1237.42,-54.7182,866.886,1237.27,105.169,882.144,1237.24,85.8249,1055.65,1240.35
314,0,-54.1189,1028.81,1399.26,-35.6776,858.433,1395.9,83.9889,868.009,1397.88,63.5765,1047.37,1401.51,-73.4017,1031.53,1237.13,-53.9423,859.919,1236.87,105.873,874.996,1236.59,86.4155,1048.48,1239.79
315,0,-53.331,1021.5,1398.74,-34.7776,851.098,1395.34,84.8089,861.029,1397.39,64.4186,1040.47,1401.25,-72.5644,1024.47,1236.79,-53.4219,853.217,1236.55,106.441,868.207,1236.24,87.0282,1041.23,1239.48
316,0,-52.4486,1014.68,1398.58,-34.0322,844.173,1395.04,85.5723,853.877,1396.94,65.2886,1033.33,1400.86,-71.9611,1017.51,1236.51,-52.6432,846.062,1236.11,107.183,861.157,1235.69,87.6067,1033.88,1238.83
317,0,-51.4937,1007.69,1398.27,-33.0572,837.219,1394.74,86.5035,846.8,1396.41,66.2541,1026.24,1400.33,-71.1353,1010.46,1236.23,-51.8672,839.194,1235.89,107.946,854.262,1235.28,88.6028,1027.44,1238.66
318,0,-50.5798,1000.57,1397.89,-32.2137,830.069,1394.32,87.471,839.775,1395.92,67.1739,1019.35,1399.96,-70.3821,1003.41,1235.88,-51.1273,831.958,1235.47,108.725,847.111,1234.76,89.472,1020.58,1238.23
319,0,-49.6466,993.485,1397.51,-31.272,823.029,1393.96,88.308,832.593,1395.42,68.0109,1012.03,1399.38,-69.545,996.352,1235.51,-50.3291,825.182,1235.3,109.503,839.815,1234.1,89.9567,1012.6,1237.31
320,0,-48.6896,986.408,1397.17,-30.3699,815.973,1393.59,89.3001,825.527,1394.94,69.1172,1004.9,1398.89,-68.7696,989.269,1235.22,-49.7089,817.877,1234.76,110.216,832.739,1233.65,90.783,1005.67,1237.05
