Trajectories
100
,,benjamin:piedDroit1,,,benjamin:piedDroit2,,,benjamin:piedGauche1,,,benjamin:piedGauche2,,,benjamin:tibiaGauche2,,,benjamin:tibiaDroite2,,,benjamin:cuisseDroite2,,,benjamin:cuisseGauche2,,,benjamin:ventreGauche1,,,benjamin:torse2,,,benjamin:epauleDroite2,,,benjamin:epauleGauche2,,,benjamin:brasGauche2,,,benjamin:brasDroit2,,,benjamin:avantBrasDroit2,,,benjamin:avantBrasGauche2,,,benjamin:tete1,,,
Frame,Sub Frame,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
,,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm,mm
593,0,-372.036,-229.901,62.6652,-379.796,-252.61,157.27,-241.842,-499.945,131.282,-160.152,-593.63,81.1092,-176.492,-475.886,512.265,-439.159,-380.897,490.225,-424.853,-408.824,941.53,-170.168,-423.349,937.46,-263.41,-433.41,1137.1,-246.937,-414.556,1332.15,-461.712,-349.38,1470.45,-42.7697,-286.87,1434.48,81.6826,-130.385,1164.83,-671.816,-241.997,1220.52,-788.227,-356.738,1038.34,212.471,-180.937,975.612,-186.077,-401.692,1748.66
594,0,-373.138,-232.1,63.0229,-378.919,-255.039,159.391,-242.069,-500.233,131.215,-160.235,-593.871,80.7829,-174.808,-477.571,511.992,-439.085,-394.65,490.149,-421.754,-416.803,941.986,-166.723,-426.46,937.197,-259.433,-437.825,1137.11,-243.15,-418.481,1332.06,-459.029,-357.233,1470.23,-41.3239,-287.288,1434.5,81.1084,-130.55,1164.26,-672.73,-257.188,1220.48,-785.902,-375.505,1038.94,212.922,-176.238,975.887,-182.251,-402.855,1749.02
595,0,-372.782,-232.927,61.7933,-377.046,-256.723,161.259,-242.321,-500.474,131.113,-160.288,-594.093,80.576,-173.155,-479.423,511.66,-438.152,-408.849,490.415,-418.555,-424.726,942.402,-163.161,-429.637,937.331,-255.42,-441.935,1136.92,-239.364,-422.146,1332.03,-456.356,-365.256,1470.2,-40.1156,-287.162,1434.46,80.5563,-126.461,1165.69,-673.007,-272.775,1220.33,-783.224,-394.24,1039.56,213.149,-171.262,976.245,-178.536,-403.749,1749.42
596,0,-373.233,-234.982,61.5959,-375.763,-259.037,163.366,-242.476,-500.665,131.053,-160.342,-594.268,80.406,-171.616,-481.589,511.791,-436.542,-423.138,490.488,-415.071,-432.42,942.915,-159.548,-432.345,937.236,-251.277,-445.976,1136.98,-235.629,-425.74,1332.03,-453.606,-373.188,1470.22,-38.9925,-286.957,1434.51,79.5838,-126.151,1165.4,-673.291,-287.849,1220.43,-780.247,-413.047,1040.33,213.367,-165.636,976.605,-174.686,-404.556,1749.68
597,0,-373.193,-237.258,61.6619,-374.059,-261.377,165.699,-242.61,-500.833,130.992,-160.395,-594.412,80.2396,-170.053,-483.444,511.541,-433.836,-437.43,490.854,-411.43,-440.003,943.432,-155.889,-434.701,937.231,-247.241,-449.801,1137.08,-231.892,-429.13,1332.09,-450.787,-381.196,1470.29,-37.7316,-287.296,1434.93,78.6063,-123.577,1166.21,-673.272,-303.717,1220.66,-776.88,-432.292,1041.36,213.098,-159.5,977.317,-171.04,-405.36,1750
598,0,-373.543,-239.726,61.0367,-372.809,-263.955,167.96,-242.706,-501.066,131.051,-160.477,-594.552,80.0786,-168.392,-485.499,511.695,-430.477,-452.085,491.786,-407.724,-447.365,944.009,-152.181,-437.173,937.159,-243.214,-453.353,1137.24,-228.128,-432.225,1332.13,-447.959,-389.29,1470.39,-37.1102,-286.218,1435.29,77.6009,-118.171,1168.39,-672.91,-319.229,1220.65,-773.279,-451.421,1042.4,213.101,-153.738,978.79,-167.397,-406.069,1750.24
599,0,-373.654,-238.91,56.8265,-371.617,-264.492,169.211,-242.771,-501.261,131.079,-160.551,-594.703,79.9566,-166.822,-487.181,511.681,-426.282,-466.431,492.54,-403.881,-454.426,944.509,-148.65,-439.033,937.097,-239.062,-456.59,1137.47,-224.339,-435.445,1332.37,-445.138,-397.454,1470.59,-36.6196,-285.214,1435.66,75.9431,-114.535,1169.77,-672.107,-334.487,1220.8,-769.165,-470.509,1043.45,212.432,-146.549,979.897,-163.959,-406.725,1750.53
600,0,-374.008,-241.384,55.5011,-370.429,-266.894,171.334,-242.822,-501.419,131.007,-160.679,-594.862,79.8587,-165.151,-488.712,511.6,-421.252,-480.621,493.42,-399.924,-461.527,945.315,-145.137,-440.665,937.006,-234.949,-459.594,1137.81,-220.662,-438.245,1332.55,-442.278,-405.372,1470.75,-36.3529,-283.99,1436.17,73.7066,-113.625,1169.94,-671.431,-349.905,1221.17,-764.819,-489.498,1044.52,211.623,-139.498,981.74,-160.524,-406.689,1750.68
601,0,-374.305,-244.033,53.7672,-369.237,-269.334,173.393,-242.873,-501.541,130.932,-160.823,-595.008,79.805,-163.481,-490.176,511.685,-415.446,-494.467,494.564,-395.809,-468.395,946.198,-141.666,-442.185,937.024,-230.755,-462.376,1138.16,-216.9,-440.944,1332.78,-439.128,-413.671,1471.07,-36.3263,-282.671,1436.7,71.4205,-109.692,1171.54,-670.108,-366.751,1222.01,-759.9,-508.604,1045.75,210.505,-132.038,983.866,-157.21,-406.92,1751.02
602,0,-374.238,-247.369,52.4956,-367.78,-272.102,175.612,-242.97,-501.645,130.826,-160.92,-595.15,79.7274,-162.084,-491.271,511.557,-408.929,-508.06,495.896,-391.681,-475.231,947.012,-137.974,-443.621,936.895,-226.525,-465.005,1138.45,-213.158,-443.46,1332.97,-435.87,-421.834,1471.29,-36.5177,-281.126,1437.27,68.4923,-105.093,1173.37,-668.594,-382.846,1222.49,-754.427,-527.788,1047.04,209.098,-123.687,986.061,-154.175,-407.364,1751.27
603,0,-374.115,-252.042,51.0434,-366.328,-275.573,177.484,-243.061,-501.759,130.778,-161.075,-595.232,79.7174,-160.516,-492.679,511.83,-401.696,-521.146,497.163,-387.491,-481.774,947.631,-134.566,-444.784,936.836,-222.258,-467.329,1138.68,-209.419,-445.838,1333.2,-432.775,-429.869,1471.62,-36.8859,-279.211,1437.81,65.3679,-100.34,1175.22,-667.091,-398.297,1222.86,-748.475,-547.065,1048.38,207.099,-115.151,988.484,-151.257,-407.162,1751.55
604,0,-374.728,-258.464,52.2707,-365.579,-279.657,180.144,-243.135,-501.871,130.83,-161.157,-595.321,79.7207,-158.916,-493.341,511.44,-393.782,-533.682,498.381,-383.061,-488.25,948.293,-131.283,-445.422,936.587,-217.947,-469.754,1139.14,-205.672,-447.945,1333.39,-429.27,-437.909,1471.85,-37.4045,-277.527,1438.52,61.858,-95.183,1177.04,-664.865,-414.367,1223.65,-742.062,-566.222,1049.69,204.866,-105.839,990.801,-148.487,-407.162,1751.85
605,0,-376.08,-267.073,56.7978,-365.64,-284.565,183.84,-243.131,-501.934,130.785,-161.221,-595.377,79.6996,-157.398,-493.868,511.339,-385.358,-545.567,499.585,-378.535,-494.849,949.1,-128.195,-446.237,936.574,-213.682,-471.63,1139.34,-201.933,-450.025,1333.61,-425.691,-445.659,1471.85,-38.1693,-275.381,1439.19,57.8966,-89.8438,1179.11,-662.179,-431.542,1224.56,-735.122,-585.144,1050.76,201.786,-96.2565,993.351,-146,-407.1,1752.31
606,0,-377.604,-277.151,61.0314,-366.155,-290.292,187.15,-243.023,-502.024,130.817,-161.276,-595.421,79.6459,-155.691,-494.155,511.088,-376.443,-556.875,500.906,-374.034,-501.192,949.729,-124.934,-446.991,936.599,-209.335,-473.627,1139.63,-198.22,-451.801,1333.77,-421.925,-453.795,1472,-39.0972,-273.309,1439.84,53.5498,-84.6662,1180.95,-659.579,-447.891,1225.18,-727.725,-604.392,1052.12,198.405,-86.3978,996.038,-143.477,-406.783,1752.57
607,0,-379.487,-288.262,64.6317,-367.302,-296.72,190.12,-242.853,-502.069,130.82,-161.27,-595.479,79.6157,-153.912,-494.287,511.01,-367.148,-567.803,502.425,-369.338,-507.427,950.445,-121.501,-447.212,936.709,-205.201,-475.596,1139.93,-194.449,-453.693,1334,-418.018,-461.645,1471.98,-40.233,-270.986,1440.46,48.912,-78.6707,1183.18,-656.189,-464.373,1226.01,-719.838,-623.335,1053.36,194.374,-75.9797,998.844,-141.362,-406.602,1752.94
608,0,-381.797,-302.968,70.6223,-369.315,-305.154,193.493,-242.667,-502.116,130.852,-161.261,-595.47,79.5843,-152.214,-493.959,510.72,-357.393,-578.187,504.046,-364.45,-513.828,951.096,-117.888,-447.126,936.951,-200.884,-477.234,1140.17,-190.748,-455.114,1334.12,-414.079,-469.706,1472.15,-41.5773,-268.633,1441.03,43.6342,-72.8121,1185.39,-652.724,-480.624,1226.61,-711.472,-642.404,1054.92,189.685,-65.1014,1001.51,-138.986,-405.829,1753.29
609,0,-384.052,-315.577,72.9908,-371.655,-312.596,195.686,-242.474,-502.046,130.749,-161.238,-595.511,79.551,-150.627,-493.185,510.467,-347.339,-588.006,505.642,-359.537,-519.857,951.669,-114.336,-446.495,937.194,-196.676,-478.768,1140.4,-187.057,-456.703,1334.36,-409.854,-477.612,1472.3,-43.0359,-266.2,1441.68,37.9217,-66.6269,1187.72,-649.023,-497.649,1227.85,-702.484,-661.085,1056.31,184.32,-53.5446,1004.31,-137.234,-405.391,1753.62
610,0,-386.094,-329.292,74.8628,-374.185,-320.896,197.669,-242.308,-501.986,130.752,-161.182,-595.474,79.5213,-148.997,-492.297,510.315,-337.135,-597.359,507.585,-354.282,-526.058,952.346,-110.907,-445.608,937.633,-192.482,-480.264,1140.71,-183.333,-458.087,1334.62,-405.502,-485.559,1472.61,-44.7886,-263.786,1442.3,31.565,-60.2068,1190.17,-644.4,-514.447,1228.97,-692.966,-679.704,1057.85,178.203,-41.7157,1007.45,-135.122,-404.799,1753.98
611,0,-388.137,-343.939,76.4577,-377.293,-329.797,199.117,-242.105,-501.845,130.667,-161.092,-595.46,79.4508,-147.36,-491.036,510.084,-326.436,-605.918,509.159,-348.903,-531.849,952.671,-107.408,-444.485,938.019,-188.32,-481.776,1141.15,-179.707,-459.165,1334.8,-401.012,-493.266,1472.79,-46.8109,-261.12,1443.02,24.7279,-54.0777,1192.7,-638.889,-530.594,1229.48,-682.809,-698.065,1059.49,171.517,-29.9708,1010.7,-133.429,-404.164,1754.42
612,0,-390.253,-360.016,78.6296,-381.051,-339.754,200.707,-241.83,-501.655,130.52,-160.984,-595.428,79.3469,-145.678,-489.618,509.857,-315.606,-613.916,510.908,-343.198,-537.663,953.22,-104.154,-442.927,938.321,-184.083,-482.654,1141.28,-176.012,-460.24,1335.1,-396.294,-501.048,1472.97,-49.0891,-258.548,1443.78,17.3894,-47.9253,1195.22,-633.26,-546.885,1230.56,-672.077,-716.416,1061.25,164.222,-18.1459,1014.69,-131.778,-403.537,1754.83
613,0,-391.17,-376.063,79.0888,-384.188,-350.002,201.527,-241.434,-501.429,130.336,-160.838,-595.374,79.2287,-143.915,-487.962,509.596,-304.513,-621.287,512.789,-337.567,-543.043,953.612,-101.108,-441.186,938.571,-179.789,-483.62,1141.58,-172.311,-461.202,1335.39,-391.371,-508.676,1473.13,-51.5579,-255.957,1444.6,9.21642,-41.8128,1197.83,-627.166,-562.915,1231.47,-660.702,-734.254,1062.94,155.9,-5.66085,1018.2,-130.372,-402.893,1755.25
614,0,-391.601,-393.291,79.9486,-387.527,-361.213,202.297,-241.05,-501.19,130.17,-160.699,-595.32,79.1065,-141.786,-486.391,509.382,-293.28,-628.051,514.454,-331.734,-548.272,954.216,-98.1875,-439.329,938.922,-175.567,-484.26,1141.85,-168.728,-461.877,1335.6,-386.223,-516.34,1473.49,-54.3496,-253.135,1445.33,0.443546,-35.7574,1200.34,-620.508,-578.918,1232.43,-648.807,-752.18,1064.76,146.42,7.13916,1021.63,-129.101,-402.293,1755.74
615,0,-391.312,-411.109,80.3478,-390.876,-373.122,202.75,-240.654,-500.997,130.163,-160.55,-595.291,79.0161,-139.597,-484.324,508.673,-281.886,-634.093,516.071,-325.918,-553.261,954.875,-95.3546,-437.304,939.393,-171.353,-484.893,1142.13,-165.16,-462.445,1335.84,-380.918,-523.809,1473.68,-57.2989,-250.622,1446.32,-8.90026,-29.67,1203.07,-613.45,-595.036,1233.48,-636.235,-769.657,1066.53,136.36,19.4654,1025.37,-127.805,-401.526,1756.1
616,0,-389.669,-429.889,81.4209,-393.786,-385.914,203.203,-240.045,-500.698,129.963,-160.36,-595.233,78.8092,-137.206,-482.7,508.634,-270.288,-639.359,517.618,-319.957,-558.178,955.429,-92.8183,-434.947,939.732,-167.125,-485.364,1142.38,-161.603,-462.755,1336.04,-375.417,-531.057,1473.76,-60.4772,-247.952,1447.08,-18.7838,-24.0439,1205.62,-605.795,-610.519,1234.22,-623.074,-786.861,1068.32,125.056,31.8792,1028.85,-126.935,-400.743,1756.42
617,0,-386.748,-448.603,81.6687,-395.933,-399.068,203.274,-239.214,-500.478,130.011,-160.153,-595.147,78.5819,-135.174,-480.282,508.375,-258.728,-644.152,519.33,-313.805,-562.835,955.878,-90.2435,-432.923,940.171,-163.005,-485.657,1142.58,-158.133,-462.906,1336.17,-369.786,-538.151,1473.84,-63.8571,-245.365,1447.92,-29.2965,-18.1782,1208.18,-597.775,-626.484,1235.38,-609.3,-803.738,1070.02,112.926,43.9272,1032.09,-126.007,-400.142,1756.8
618,0,-382.869,-467.44,82.0623,-397.913,-412.718,203.207,-238.017,-500.366,130.065,-159.878,-595.077,78.2086,-133.077,-477.965,507.846,-247.062,-648.228,520.72,-307.628,-567.383,956.221,-87.9267,-430.365,940.261,-158.933,-485.815,1142.74,-154.66,-463.067,1336.38,-363.87,-545.269,1473.99,-67.3567,-242.833,1448.56,-40.3027,-13.0733,1210.6,-589.189,-641.988,1236.32,-594.967,-820.083,1071.65,100.247,55.8032,1035.54,-125.053,-399.122,1757.11
619,0,-377.602,-486.177,82.22,-399.142,-426.739,203.059,-236.318,-499.77,129.635,-159.456,-595.015,77.7257,-130.825,-475.968,507.674,-235.47,-651.744,522.213,-301.283,-571.985,956.635,-85.6773,-428.134,940.593,-154.795,-485.743,1142.93,-151.167,-463.086,1336.61,-357.757,-552.185,1473.97,-70.9474,-240.318,1449.26,-51.8265,-7.98069,1213.07,-580.086,-657.359,1237.22,-579.982,-836.276,1073.39,86.5456,67.3498,1038.94,-124.264,-398.181,1757.4
620,0,-371.118,-504.94,82.2802,-395.542,-443.196,200.831,-234.626,-499.231,129.521,-158.957,-595.047,77.1452,-128.333,-473.88,507.465,-224.033,-654.461,523.25,-294.828,-576.191,956.854,-83.5659,-425.96,941.049,-150.814,-485.554,1143.09,-147.734,-462.968,1336.79,-351.54,-558.836,1473.97,-75.3529,-237.216,1449.98,-63.9317,-3.27514,1215.45,-570.26,-671.556,1237.43,-564.489,-851.938,1075.01,71.824,78.5426,1042.29,-123.69,-397.371,1757.67
621,0,-363.521,-523.336,82.1816,-391.107,-459.437,198.688,-232.679,-498.788,129.451,-158.445,-595.027,76.6489,-126.142,-471.389,506.798,-212.779,-656.667,524.432,-288.177,-580.329,957.135,-81.5164,-423.666,941.408,-146.806,-485.274,1143.22,-144.449,-462.646,1336.92,-345.013,-565.39,1473.98,-79.6756,-234.676,1450.56,-76.5607,0.593192,1217.65,-560.126,-686.506,1238.42,-548.245,-867.062,1076.64,56.4201,88.7044,1045.7,-123.17,-396.623,1757.89
622,0,-354.751,-541.341,81.7932,-385.834,-475.456,196.457,-230.378,-498.308,129.097,-158.031,-595.024,76.3387,-123.936,-469.241,506.61,-201.659,-658.337,525.472,-281.309,-584.352,957.394,-79.6847,-420.985,941.569,-142.782,-484.792,1143.38,-141.044,-462.668,1337.34,-338.376,-571.8,1473.84,-84.1914,-232.324,1451.16,-89.6373,4.41663,1219.95,-549.62,-701.189,1239.32,-531.419,-881.73,1078.19,40.3219,99.1673,1048.9,-122.612,-395.793,1758.16
623,0,-344.523,-558.716,81.3187,-379.504,-490.976,194.042,-228.404,-497.544,128.637,-157.645,-595.012,76.0347,-121.821,-467.04,506.423,-190.709,-659.281,526.209,-274.384,-587.883,957.506,-77.7618,-418.486,941.833,-138.828,-484.263,1143.61,-138.037,-461.622,1337.13,-331.485,-577.92,1473.74,-88.838,-230.328,1451.75,-103.266,7.52186,1222.3,-538.261,-714.871,1239.8,-513.912,-895.757,1079.69,23.2232,108.308,1051.88,-122.112,-394.976,1758.39
624,0,-333.444,-575.329,80.7459,-372.8,-506.109,191.675,-226.356,-496.871,128.401,-157.349,-594.977,75.8199,-119.682,-464.719,506.01,-179.999,-659.487,526.681,-267.319,-591.445,957.657,-75.7489,-416.392,942.539,-134.915,-483.533,1143.79,-134.731,-461.384,1337.61,-324.428,-583.886,1473.69,-93.8142,-228.131,1452.53,-117.105,10.1766,1224.49,-526.618,-728.794,1240.66,-495.862,-909.268,1081.26,5.57391,117.345,1055.12,-121.629,-394.108,1758.55
625,0,-320.416,-591.582,80.6898,-364.989,-520.755,188.251,-224.75,-495.845,127.766,-157.038,-594.92,75.6056,-117.673,-462.532,505.811,-169.404,-659.083,527.008,-260.101,-594.647,957.759,-73.9587,-413.961,943.265,-131.061,-482.778,1144.13,-131.689,-460.576,1337.8,-317.192,-589.663,1473.59,-98.995,-226.113,1453.17,-131.442,12.4335,1226.65,-514.62,-741.945,1241.14,-477.255,-921.829,1082.52,-12.5845,125.274,1058.15,-121.352,-393.494,1758.78
626,0,-306.622,-606.662,80.1947,-355.254,-536.931,188.659,-223.352,-494.617,127.361,-156.723,-594.946,75.3826,-116.013,-460.169,505.689,-159.085,-658.541,527.623,-252.973,-597.519,957.78,-73.1099,-409.812,943.165,-127.257,-481.813,1144.29,-128.747,-459.545,1337.96,-309.757,-595.131,1473.49,-104.33,-224.351,1453.89,-146.275,14.7203,1229.01,-501.738,-754.46,1241.43,-458,-933.803,1083.82,-31.48,132.659,1060.99,-121.145,-392.976,1759.02
627,0,-291.508,-620.518,79.5674,-346.806,-549.899,182.644,-222.071,-493.914,127.445,-156.397,-594.93,75.1114,-114.276,-457.827,505.555,-149.013,-657.064,527.7,-245.652,-600.441,958.006,-71.5153,-407.464,944.099,-123.52,-480.903,1144.72,-125.893,-458.42,1338.17,-302.184,-600.472,1473.46,-110.025,-222.54,1454.62,-161.034,15.787,1231.02,-488.934,-767.752,1242.65,-438.2,-944.957,1084.79,-50.9464,138.846,1063.52,-120.922,-392.544,1759.25
628,0,-275.726,-632.915,78.6368,-336.548,-563.823,179.88,-220.263,-492.983,127.175,-156.044,-594.943,74.8745,-112.65,-455.589,505.232,-138.43,-656.644,529.622,-238.238,-603.382,958.651,-70.6306,-403.987,944.239,-119.64,-480.449,1145.51,-122.962,-457.568,1338.59,-294.507,-605.422,1473.38,-115.778,-221.18,1455.37,-176.049,15.8544,1232.96,-474.721,-778.306,1242.07,-417.822,-955.421,1085.87,-70.7618,144.257,1066.03,-120.777,-391.955,1759.49
629,0,-258.924,-644.275,78.0209,-324.585,-577.867,179.338,-218.565,-492.529,127.121,-155.691,-594.932,74.5791,-111.013,-453.414,505.043,-128.883,-654.277,529.559,-230.193,-607.359,960.178,-69.8346,-400.95,944.736,-116.027,-479.036,1145.67,-120.087,-456.589,1339.03,-286.625,-610.242,1473.28,-121.626,-220.063,1456.01,-191.232,15.6295,1234.74,-460.836,-790.326,1242.92,-397.104,-965.068,1086.83,-91.0108,148.516,1068.49,-120.623,-391.364,1759.75
630,0,-241.358,-654.217,77.4468,-313.171,-589.657,174.477,-216.539,-490.955,126.934,-155.396,-594.934,74.3717,-109.244,-451.359,505.156,-119.71,-651.452,529.227,-223.676,-608.472,959.219,-68.9752,-397.996,945.369,-112.611,-477.291,1145.83,-116.927,-456.105,1339.91,-278.714,-614.751,1473.2,-127.839,-218.703,1456.65,-206.374,14.3469,1236.52,-446.297,-800.788,1242.82,-375.956,-973.713,1087.45,-112.055,152.219,1070.48,-120.516,-390.828,1760.02
631,0,-223.045,-662.802,77.1773,-300.803,-600.981,171.535,-215.126,-489.686,126.238,-155.149,-594.946,74.2395,-106.928,-449.412,505.374,-110.741,-648.456,528.798,-216.202,-610.608,959.495,-68.4334,-395.032,945.942,-109.139,-475.727,1146.08,-114.157,-455.056,1340.61,-270.667,-619.144,1473.28,-133.732,-218.254,1457.37,-221.694,12.9227,1238.27,-431.516,-810.782,1242.63,-354.505,-981.571,1088.1,-132.87,155.165,1072.6,-120.474,-390.36,1760.32
632,0,-204.391,-669.738,76.624,-287.164,-611.703,170.191,-213.661,-488.586,125.774,-154.92,-594.967,74.0798,-105.01,-447.345,505.404,-102.964,-644.265,527.405,-208.656,-612.354,959.848,-68.2149,-392.468,946.639,-105.148,-475.378,1147.59,-112.46,-452.419,1340.36,-262.544,-623.041,1473.28,-139.733,-218.235,1458.14,-236.96,10.4321,1239.96,-416.182,-820.576,1242.81,-332.773,-988.609,1088.49,-154.462,156.092,1074.24,-120.498,-389.943,1760.59
633,0,-185.14,-675.332,76.0617,-273.513,-621.183,167.052,-212.069,-487.678,125.855,-154.714,-594.986,73.8711,-104.259,-445.296,505.371,-95.3244,-640.557,526.755,-200.839,-613.929,960.434,-67.8161,-389.398,947.303,-102.407,-472.32,1147.2,-109.77,-451.547,1341.12,-254.3,-626.844,1473.22,-146.261,-217.538,1458.88,-252.278,7.36355,1241.56,-400.65,-829.739,1242.84,-310.773,-994.593,1088.81,-175.977,157.586,1076.56,-120.599,-389.63,1760.9
634,0,-166.08,-679.587,76.0253,-260.587,-626.869,160.012,-210.585,-486.803,125.717,-154.508,-594.972,73.6873,-102.623,-443.691,505.34,-88.0355,-637.03,526.398,-192.985,-615.011,960.634,-67.4908,-386.153,947.911,-99.1826,-470.51,1147.83,-107.772,-449.722,1341.49,-245.985,-630.262,1473.19,-152.657,-217.466,1459.54,-267.543,3.41406,1243.01,-384.766,-838.295,1242.74,-288.441,-1000.12,1089.21,-197.771,157.345,1078.41,-120.745,-389.298,1761.21
635,0,-146.986,-682.776,76.013,-246.046,-634.716,157.958,-208.378,-485.908,125.456,-154.321,-594.958,73.4916,-101.475,-442.164,505.544,-81.1481,-633.244,525.627,-185.287,-615.713,960.953,-67.3879,-383.06,948.568,-96.1009,-468.631,1148.37,-105.956,-447.7,1341.62,-237.608,-633.41,1473.17,-158.748,-215.229,1460.85,-282.804,-1.1817,1244.35,-368.636,-846.321,1242.67,-266.008,-1004.81,1089.77,-219.644,156.347,1080.22,-120.9,-389.068,1761.59
636,0,-127.751,-684.266,75.867,-229.597,-644.424,160.029,-208.205,-484.031,125.065,-154.093,-594.988,73.3221,-100.396,-440.648,505.656,-74.6147,-629.864,525.185,-177.479,-616.257,961.292,-67.2299,-379.575,949.2,-93.0981,-466.639,1148.91,-104.144,-445.733,1341.92,-229.13,-636.469,1473.23,-165.308,-219.382,1460.78,-298.063,-6.50072,1245.67,-352.171,-853.777,1242.49,-243.433,-1008.73,1090.22,-241.604,154.184,1081.9,-121.149,-388.828,1761.93
637,0,-108.812,-684.499,76.2087,-216.122,-646.488,152.805,-206.706,-482.515,124.639,-153.83,-595.019,73.2196,-99.0665,-438.735,505.526,-68.5619,-626.639,524.789,-170.06,-615.802,960.895,-67.4904,-376.229,949.732,-89.9405,-464.743,1149.77,-102.287,-443.998,1342.32,-220.623,-639.108,1473.12,-172.269,-218.497,1461.96,-313.095,-12.3957,1246.81,-335.582,-860.677,1242.34,-220.76,-1011.22,1090.13,-263.283,150.877,1083.47,-121.46,-388.562,1762.34
638,0,-90.117,-683.253,77.0373,-200.72,-650.786,151.179,-205.334,-481.29,124.764,-153.484,-594.893,73.3002,-97.7104,-436.743,505.475,-62.6703,-623.538,524.508,-162.453,-615.762,961.289,-67.822,-372.91,950.32,-87.0544,-462.743,1150.59,-100.682,-442.207,1342.78,-212.124,-641.463,1473.14,-179.049,-219.24,1462.66,-327.958,-18.9475,1247.94,-318.722,-866.826,1242.11,-198.216,-1012.99,1090.16,-285.002,146.711,1084.94,-121.756,-388.537,1762.86
639,0,-71.8512,-680.378,77.4899,-185.8,-653.788,149.327,-203.412,-479.582,124.364,-153.307,-594.877,73.1903,-96.3257,-434.698,505.728,-57.2914,-620.301,524.086,-154.794,-615.21,961.238,-68.4066,-369.672,951.002,-84.387,-460.573,1151.34,-99.0891,-440.254,1343.25,-203.59,-643.599,1473.14,-185.545,-221.062,1463.27,-342.586,-26.0585,1248.92,-301.767,-872.458,1241.89,-175.507,-1014.03,1090.33,-306.535,141.632,1086.27,-122.229,-388.273,1763.34
640,0,-53.6816,-676.45,78.4117,-170.289,-655.392,147.145,-202.547,-477.849,122.962,-153.174,-594.846,73.0894,-94.8604,-432.465,505.94,-51.9233,-617.778,524.111,-147.232,-614.415,961.476,-69.1586,-366.484,951.74,-81.976,-458.155,1152.02,-97.6846,-438.386,1343.77,-195.005,-645.48,1473.17,-192.213,-222.482,1464.08,-356.9,-33.8449,1249.87,-284.708,-877.495,1241.66,-152.97,-1013.83,1089.95,-327.731,135.801,1087.72,-122.765,-388.123,1763.86
641,0,-36.4129,-671.664,79.8322,-155.399,-656.326,145.887,-200.473,-476.472,122.596,-152.571,-594.881,73.0048,-93.4831,-430.324,505.952,-46.514,-614.984,523.99,-140.211,-613.364,961.461,-69.9781,-362.992,952.454,-79.7641,-455.736,1152.61,-96.2319,-436.655,1344.3,-186.428,-647.09,1473.28,-198.914,-224.216,1464.75,-370.98,-42.4607,1250.76,-267.514,-881.784,1241.35,-130.446,-1013.26,1090.07,-348.569,128.854,1089.05,-123.372,-388.037,1764.33
642,0,-19.8645,-665.637,80.7575,-141.744,-655.996,144.025,-199.381,-475.489,122.489,-153.153,-594.819,72.7056,-92.1495,-428.267,505.954,-41.3304,-612.707,523.976,-133.495,-612.3,961.458,-70.9316,-359.863,953.12,-77.787,-453.424,1153.12,-95.0269,-434.989,1344.85,-177.796,-648.435,1473.33,-205.535,-226.223,1465.36,-384.636,-51.2394,1251.65,-250.274,-885.57,1241.07,-108.268,-1011.25,1089.49,-369.362,120.95,1089.96,-124.037,-388.008,1764.71
643,0,-3.78541,-658.647,82.0656,-127.01,-655.07,143.323,-198.832,-474.452,122.203,-152.965,-594.765,72.6541,-91.3259,-426.615,506.129,-35.5325,-611.454,524.805,-127.325,-611.12,961.581,-72.023,-356.725,953.899,-75.9831,-451.167,1153.66,-93.7701,-433.302,1345.36,-169.253,-649.541,1473.45,-212.105,-228.728,1466.13,-397.823,-60.7209,1252.54,-233.098,-888.824,1240.81,-86.2345,-1008.7,1089.19,-389.586,111.963,1091,-124.8,-388.06,1765.12
644,0,11.5846,-650.871,83.5526,-112.043,-654.28,142.522,-197.41,-472.815,121.604,-151.774,-593.136,73.3755,-90.6827,-424.825,506.341,-31.0285,-609.573,524.267,-121.663,-609.935,961.604,-73.2514,-354.214,954.459,-74.2512,-449.055,1154.04,-92.6794,-431.629,1345.7,-160.64,-650.331,1473.5,-218.533,-231.623,1466.69,-410.72,-70.7882,1253.29,-215.871,-891.353,1240.49,-64.3521,-1005.81,1089.32,-409.402,101.642,1091.64,-125.69,-388.019,1765.49
